latex,code,symbol,nemeth,source,priority,ingore-braille-space
\sqcup,02294,⊔,,,0,True
,022B0,⊰,,,0,True
,022B1,⊱,,,0,True
\vartriangleleft,022B2,⊲,,,0,True
\vartriangleright,022B3,⊳,,,0,True
\trianglelefteq,022B4,⊴,,,0,True
\trianglerighteq,022B5,⊵,,,0,True
,022B9,⊹,,,0,True
\intercal,022BA,⊺,,,0,True
\diamond,022C4,⋄,,,0,True
\divideontimes,022C7,⋇,,,0,True
\bowtie,022C8,⋈,,,0,True
\ltimes,022C9,⋉,,,0,True
\rtimes,022CA,⋊,,,0,True
\leftthreetimes,022CB,⋋,,,0,True
\rightthreetimes,022CC,⋌,,,0,True
\curlyvee,022CE,⋎,,,0,True
\curlywedge,022CF,⋏,,,0,True
\Subset,022D0,⋐,,,0,True
\Supset,022D1,⋑,,,0,True
\Cap,022D2,⋒,,,0,True
\Cup,022D3,⋓,,,0,True
\pitchfork,022D4,⋔,,,0,True
\lesseqgtr,022DA,⋚,,,0,True
\gtreqless,022DB,⋛,,,0,True
\curlyeqprec,022DE,⋞,,,0,True
\curlyeqsucc,022DF,⋟,,,0,True
\npreceq,022E0,⋠,,,0,True
\nsucceq,022E1,⋡,,,0,True
\nsqsubseteq,022E2,⋢,,,0,True
\nsqsupseteq,022E3,⋣,,,0,True
,022E4,⋤,,,0,True
,022E5,⋥,,,0,True
\lnsim,022E6,⋦,,,0,True
\gnsim,022E7,⋧,,,0,True
\precnsim,022E8,⋨,,,0,True
\succnsim,022E9,⋩,,,0,True
\ntriangleleft,022EA,⋪,,,0,True
\ntriangleright,022EB,⋫,,,0,True
\ntrianglelefteq,022EC,⋬,,,0,True
\ntrianglerighteq,022ED,⋭,,,0,True
,022F3,⋳,,,0,True
,022F4,⋴,,,0,True
,022F7,⋷,,,0,True
,022F8,⋸,,,0,True
,022F9,⋹,,,0,True
,022FB,⋻,,,0,True
,022FC,⋼,,,0,True
,022FE,⋾,,,0,True
,022FF,⋿,,,0,True
\diameter,02300,⌀,,,0,True
,02302,⌂,,,0,True
\invneg,02310,⌐,,,0,True
\wasylozenge,02311,⌑,,,0,True
,02313,⌓,,,0,True
,02317,⌗,,,0,True
,02319,⌙,,,0,True
\ulcorner,0231C,⌜,,,0,True
\urcorner,0231D,⌝,,,0,True
\llcorner,0231E,⌞,,,0,True
\lrcorner,0231F,⌟,,,0,True
,02320,⌠,,,0,True
,02321,⌡,,,0,True
,0232C,⌬,,,0,True
,02332,⌲,,,0,True
,02336,⌶,,,0,True
,02337,⌷,,,0,True
,02338,⌸,,,0,True
\APLinv,02339,⌹,,,0,True
,0233A,⌺,,,0,True
,0233B,⌻,,,0,True
,0233C,⌼,,,0,True
,0233D,⌽,,,0,True
,0233E,⌾,,,0,True
\notslash,0233F,⌿,,,0,True
\notbackslash,02340,⍀,,,0,True
,02341,⍁,,,0,True
,02342,⍂,,,0,True
,02343,⍃,,,0,True
,02344,⍄,,,0,True
,02345,⍅,,,0,True
,02346,⍆,,,0,True
\APLleftarrowbox,02347,⍇,,,0,True
\APLrightarrowbox,02348,⍈,,,0,True
\invdiameter,02349,⍉,,,0,True
,0234A,⍊,,,0,True
,0234B,⍋,,,0,True
,0234C,⍌,,,0,True
,0234D,⍍,,,0,True
,0234E,⍎,,,0,True
,0234F,⍏,,,0,True
\APLuparrowbox,02350,⍐,,,0,True
,02351,⍑,,,0,True
,02352,⍒,,,0,True
,02353,⍓,,,0,True
,02354,⍔,,,0,True
,02355,⍕,,,0,True
,02356,⍖,,,0,True
\APLdownarrowbox,02357,⍗,,,0,True
,02358,⍘,,,0,True
,02359,⍙,,,0,True
,0235A,⍚,,,0,True
,0235B,⍛,,,0,True
,0235C,⍜,,,0,True
\APLcomment,0235D,⍝,,,0,True
\APLinput,0235E,⍞,,,0,True
\APLlog,0235F,⍟,,,0,True
,02360,⍠,,,0,True
,02361,⍡,,,0,True
,02362,⍢,,,0,True
,02363,⍣,,,0,True
,02364,⍤,,,0,True
,02365,⍥,,,0,True
,02366,⍦,,,0,True
,02367,⍧,,,0,True
,02368,⍨,,,0,True
,02369,⍩,,,0,True
,0236A,⍪,,,0,True
,0236B,⍫,,,0,True
,0236C,⍬,,,0,True
,0236D,⍭,,,0,True
,0236E,⍮,,,0,True
,0236F,⍯,,,0,True
,02370,⍰,,,0,True
,02371,⍱,,,0,True
,02372,⍲,,,0,True
,02373,⍳,,,0,True
,02374,⍴,,,0,True
,02375,⍵,,,0,True
,02376,⍶,,,0,True
,02377,⍷,,,0,True
,02378,⍸,,,0,True
,02379,⍹,,,0,True
,0237C,⍼,,,0,True
,02394,⎔,,,0,True
,023AA,⎪,,,0,True
,023AE,⎮,,,0,True
,023AF,⎯,,,0,True
,023B0,⎰,,,0,True
,023B1,⎱,,,0,True
,023B2,⎲,,,0,True
,023B3,⎳,,,0,True
,023B4,⎴,,,0,True
,023B5,⎵,,,0,True
,023B6,⎶,,,0,True
,023B7,⎷,,,0,True
,023B8,⎸,,,0,True
,023B9,⎹,,,0,True
,023CE,⏎,,,0,True
,023D0,⏐,,,0,True
\overparen,023DC,⏜,,,0,True
\underparen,023DD,⏝,,,0,True
\overbrace,023DE,⏞,,,0,True
\underbrace,023DF,⏟,,,0,True
,023E0,⏠,,,0,True
,023E1,⏡,,,0,True
,023E2,⏢,,,0,True
,023E3,⏣,,,0,True
,023E4,⏤,,,0,True
,023E5,⏥,,,0,True
,023E6,⏦,,,0,True
,023E7,⏧,,,0,True
,024C8,Ⓢ,,,0,True
,02506,┆,,,0,True
,02580,▀,,,0,True
,02584,▄,,,0,True
,02588,█,,,0,True
,0258C,▌,,,0,True
,02590,▐,,,0,True
,02591,░,,,0,True
,02592,▒,,,0,True
,02593,▓,,,0,True
,025A2,▢,,,0,True
,025A3,▣,,,0,True
,025A4,▤,,,0,True
,025A5,▥,,,0,True
,025A6,▦,,,0,True
,025A7,▧,,,0,True
,025A8,▨,,,0,True
,025A9,▩,,,0,True
,025AA,▪,,,0,True
,025AB,▫,,,0,True
,025AE,▮,,,0,True
,025AF,▯,,,0,True
,025B0,▰,,,0,True
,025B1,▱,,,0,True
\blacktriangleup,025B4,▴,,,0,True
\smalltriangleup,025B5,▵,,,0,True
\RHD,025B6,▶,,,0,True
\rhd,025B7,▷,,,0,True
\blacktriangleright,025B8,▸,,,0,True
\smalltriangleright,025B9,▹,,,0,True
,025BA,►,,,0,True
,025BB,▻,,,0,True
\blacktriangledown,025BE,▾,,,0,True
\smalltriangledown,025BF,▿,,,0,True
\LHD,025C0,◀,,,0,True
\lhd,025C1,◁,,,0,True
\blacktriangleleft,025C2,◂,,,0,True
\smalltriangleleft,025C3,◃,,,0,True
,025C4,◄,,,0,True
,025C5,◅,,,0,True
\Diamondblack,025C6,◆,,,0,True
,025C8,◈,,,0,True
,025C9,◉,,,0,True
\lozenge,025CA,◊,,,0,True
,025CC,◌,,,0,True
,025CD,◍,,,0,True
,025CE,◎,,,0,True
\LEFTcircle,025D0,◐,,,0,True
\RIGHTcircle,025D1,◑,,,0,True
,025D2,◒,,,0,True
,025D3,◓,,,0,True
,025D4,◔,,,0,True
,025D5,◕,,,0,True
\LEFTCIRCLE,025D6,◖,,,0,True
\RIGHTCIRCLE,025D7,◗,,,0,True
,025D8,◘,,,0,True
,025D9,◙,,,0,True
,025DA,◚,,,0,True
,025DB,◛,,,0,True
,025DC,◜,,,0,True
,025DD,◝,,,0,True
,025DE,◞,,,0,True
,025DF,◟,,,0,True
,025E0,◠,,,0,True
,025E1,◡,,,0,True
,025E2,◢,,,0,True
,025E3,◣,,,0,True
,025E4,◤,,,0,True
,025E5,◥,,,0,True
,025E6,◦,,,0,True
,025E7,◧,,,0,True
,025E8,◨,,,0,True
,025E9,◩,,,0,True
,025EA,◪,,,0,True
,025EC,◬,,,0,True
,025ED,◭,,,0,True
,025EE,◮,,,0,True
,025EF,◯,,,0,True
,025F0,◰,,,0,True
,025F1,◱,,,0,True
,025F2,◲,,,0,True
,025F3,◳,,,0,True
,025F4,◴,,,0,True
,025F5,◵,,,0,True
,025F6,◶,,,0,True
,025F7,◷,,,0,True
,025F8,◸,,,0,True
,025F9,◹,,,0,True
,025FA,◺,,,0,True
\square,025FB,◻,,,0,True
\blacksquare,025FC,◼,,,0,True
,025FD,◽,,,0,True
,025FE,◾,,,0,True
,025FF,◿,,,0,True
\bigstar,02605,★,,,0,True
\Sun,02609,☉,,,0,True
,0260C,☌,,,0,True
\Square,02610,☐,,,0,True
\CheckedBox,02611,☑,,,0,True
\XBox,02612,☒,,,0,True
\steaming,02615,☕,,,0,True
\pointright,0261E,☞,,,0,True
\skull,02620,☠,,,0,True
,02621,☡,,,0,True
\radiation,02622,☢,,,0,True
\biohazard,02623,☣,,,0,True
\yinyang,0262F,☯,,,0,True
\frownie,02639,☹,,,0,True
\smiley,0263A,☺,,,0,True
\blacksmiley,0263B,☻,,,0,True
\sun,0263C,☼,,,0,True
\rightmoon,0263D,☽,,,0,True
\leftmoon,0263E,☾,,,0,True
\mercury,0263F,☿,,,0,True
\female,02640,♀,,,0,True
\earth,02641,♁,,,0,True
\male,02642,♂,,,0,True
\jupiter,02643,♃,,,0,True
\saturn,02644,♄,,,0,True
\uranus,02645,♅,,,0,True
\neptune,02646,♆,,,0,True
\pluto,02647,♇,,,0,True
\aries,02648,♈,,,0,True
\taurus,02649,♉,,,0,True
\gemini,0264A,♊,,,0,True
\cancer,0264B,♋,,,0,True
\leo,0264C,♌,,,0,True
\virgo,0264D,♍,,,0,True
\libra,0264E,♎,,,0,True
\scorpio,0264F,♏,,,0,True
\sagittarius,02650,♐,,,0,True
\capricornus,02651,♑,,,0,True
\aquarius,02652,♒,,,0,True
\pisces,02653,♓,,,0,True
\spadesuit,02660,♠,,,0,True
\heartsuit,02661,♡,,,0,True
\diamondsuit,02662,♢,,,0,True
\clubsuit,02663,♣,,,0,True
\varspadesuit,02664,♤,,,0,True
\varheartsuit,02665,♥,,,0,True
\vardiamondsuit,02666,♦,,,0,True
\varclubsuit,02667,♧,,,0,True
\quarternote,02669,♩,,,0,True
\eighthnote,0266A,♪,,,0,True
\twonotes,0266B,♫,,,0,True
\sixteenthnote,0266C,♬,,,0,True
\flat,0266D,♭,,,0,True
\natural,0266E,♮,,,0,True
\sharp,0266F,♯,,,0,True
\recycle,0267B,♻,,,0,True
,0267E,♾,,,0,True
,02680,⚀,,,0,True
,02681,⚁,,,0,True
,02682,⚂,,,0,True
,02683,⚃,,,0,True
,02684,⚄,,,0,True
,02685,⚅,,,0,True
,02686,⚆,,,0,True
,02687,⚇,,,0,True
,02688,⚈,,,0,True
,02689,⚉,,,0,True
\anchor,02693,⚓,,,0,True
\swords,02694,⚔,,,0,True
\warning,026A0,⚠,,,0,True
,026A5,⚥,,,0,True
\medcirc,026AA,⚪,,,0,True
\medbullet,026AB,⚫,,,0,True
,026AC,⚬,,,0,True
,026B2,⚲,,,0,True
\pencil,0270E,✎,,,0,True
\checkmark,02713,✓,,,0,True
\ballotx,02717,✗,,,0,True
\maltese,02720,✠,,,0,True
,0272A,✪,,,0,True
,02736,✶,,,0,True
,0273D,✽,,,0,True
,02772,❲,,,0,True
,02773,❳,,,0,True
,0279B,➛,,,0,True
\arrowbullet,027A2,➢,,,0,True
,027C0,⟀,,,0,True
,027C1,⟁,,,0,True
\Lbag,027C5,⟅,,,0,True
\Rbag,027C6,⟆,,,0,True
,027C8,⟈,,,0,True
,027C9,⟉,,,0,True
,027CA,⟊,,,0,True
,027CC,⟌,,,0,True
\Diamonddot,027D0,⟐,,,0,True
,027D1,⟑,,,0,True
,027D2,⟒,,,0,True
,027D3,⟓,,,0,True
,027D4,⟔,,,0,True
,027D5,⟕,,,0,True
,027D6,⟖,,,0,True
,027D7,⟗,,,0,True
,027D8,⟘,,,0,True
,027D9,⟙,,,0,True
,027DA,⟚,,,0,True
,027DB,⟛,,,0,True
,027E0,⟠,,,0,True
,027E1,⟡,,,0,True
,027E2,⟢,,,0,True
,027E3,⟣,,,0,True
,027E4,⟤,,,0,True
,027E5,⟥,,,0,True
\lgroup,027EE,⟮,,,0,True
\rgroup,027EF,⟯,,,0,True
,027F0,⟰,,,0,True
,027F1,⟱,,,0,True
,027F2,⟲,,,0,True
,027F3,⟳,,,0,True
,027F4,⟴,,,0,True
\psur,02900,⤀,,,0,True
,02901,⤁,,,0,True
,02902,⤂,,,0,True
,02903,⤃,,,0,True
,02904,⤄,,,0,True
,02905,⤅,,,0,True
\Mapsfrom,02906,⤆,,,0,True
\Mapsto,02907,⤇,,,0,True
,02908,⤈,,,0,True
,02909,⤉,,,0,True
,0290A,⤊,,,0,True
,0290B,⤋,,,0,True
,0290C,⤌,,,0,True
,0290D,⤍,,,0,True
,0290E,⤎,,,0,True
,0290F,⤏,,,0,True
,02910,⤐,,,0,True
,02911,⤑,,,0,True
\UpArrowBar,02912,⤒,,,0,True
\DownArrowBar,02913,⤓,,,0,True
\pinj,02914,⤔,,,0,True
\finj,02915,⤕,,,0,True
\bij,02916,⤖,,,0,True
,02917,⤗,,,0,True
,02918,⤘,,,0,True
,02919,⤙,,,0,True
,0291A,⤚,,,0,True
,0291B,⤛,,,0,True
,0291C,⤜,,,0,True
,0291D,⤝,,,0,True
,0291E,⤞,,,0,True
,0291F,⤟,,,0,True
,02920,⤠,,,0,True
,02923,⤣,,,0,True
,02924,⤤,,,0,True
,02925,⤥,,,0,True
,02926,⤦,,,0,True
,02927,⤧,,,0,True
,02928,⤨,,,0,True
,02929,⤩,,,0,True
,0292A,⤪,,,0,True
,0292B,⤫,,,0,True
,0292C,⤬,,,0,True
,0292D,⤭,,,0,True
,0292E,⤮,,,0,True
,0292F,⤯,,,0,True
,02930,⤰,,,0,True
,02931,⤱,,,0,True
,02932,⤲,,,0,True
\leadsto,02933,⤳,,,0,True
,02934,⤴,,,0,True
,02935,⤵,,,0,True
,02936,⤶,,,0,True
,02937,⤷,,,0,True
,02938,⤸,,,0,True
,02939,⤹,,,0,True
,0293A,⤺,,,0,True
,0293B,⤻,,,0,True
,0293C,⤼,,,0,True
,0293D,⤽,,,0,True
,0293E,⤾,,,0,True
,0293F,⤿,,,0,True
,02940,⥀,,,0,True
,02941,⥁,,,0,True
,02942,⥂,,,0,True
,02943,⥃,,,0,True
,02944,⥄,,,0,True
,02947,⥇,,,0,True
,02949,⥉,,,0,True
\leftrightharpoon,0294A,⥊,,,0,True
\rightleftharpoon,0294B,⥋,,,0,True
,0294C,⥌,,,0,True
,0294D,⥍,,,0,True
\leftrightharpoonup,0294E,⥎,,,0,True
\rightupdownharpoon,0294F,⥏,,,0,True
\leftrightharpoondown,02950,⥐,,,0,True
\leftupdownharpoon,02951,⥑,,,0,True
\LeftVectorBar,02952,⥒,,,0,True
\RightVectorBar,02953,⥓,,,0,True
\RightUpVectorBar,02954,⥔,,,0,True
\RightDownVectorBar,02955,⥕,,,0,True
\DownLeftVectorBar,02956,⥖,,,0,True
\DownRightVectorBar,02957,⥗,,,0,True
\LeftUpVectorBar,02958,⥘,,,0,True
\LeftDownVectorBar,02959,⥙,,,0,True
\LeftTeeVector,0295A,⥚,,,0,True
\RightTeeVector,0295B,⥛,,,0,True
\RightUpTeeVector,0295C,⥜,,,0,True
\RightDownTeeVector,0295D,⥝,,,0,True
\DownLeftTeeVector,0295E,⥞,,,0,True
\DownRightTeeVector,0295F,⥟,,,0,True
\LeftUpTeeVector,02960,⥠,,,0,True
\LeftDownTeeVector,02961,⥡,,,0,True
\leftleftharpoons,02962,⥢,,,0,True
\upupharpoons,02963,⥣,,,0,True
\rightrightharpoons,02964,⥤,,,0,True
\downdownharpoons,02965,⥥,,,0,True
,02966,⥦,,,0,True
,02967,⥧,,,0,True
,02968,⥨,,,0,True
,02969,⥩,,,0,True
\leftbarharpoon,0296A,⥪,,,0,True
\barleftharpoon,0296B,⥫,,,0,True
\rightbarharpoon,0296C,⥬,,,0,True
\barrightharpoon,0296D,⥭,,,0,True
\updownharpoons,0296E,⥮,,,0,True
\downupharpoons,0296F,⥯,,,0,True
,02970,⥰,,,0,True
\strictfi,0297C,⥼,,,0,True
\strictif,0297D,⥽,,,0,True
,0297E,⥾,,,0,True
,0297F,⥿,,,0,True
\VERT,02980,⦀,,,0,True
\spot,02981,⦁,,,0,True
,02982,⦂,,,0,True
\Lparen,02985,⦅,,,0,True
\Rparen,02986,⦆,,,0,True
\limg,02987,⦇,,,0,True
\rimg,02988,⦈,,,0,True
\lblot,02989,⦉,,,0,True
\rblot,0298A,⦊,,,0,True
,0298B,⦋,,,0,True
,0298C,⦌,,,0,True
,0298D,⦍,,,0,True
,0298E,⦎,,,0,True
,0298F,⦏,,,0,True
,02990,⦐,,,0,True
,02993,⦓,,,0,True
,02994,⦔,,,0,True
,02995,⦕,,,0,True
,02996,⦖,,,0,True
,02997,⦗,,,0,True
,02998,⦘,,,0,True
,02999,⦙,,,0,True
,0299A,⦚,,,0,True
,0299B,⦛,,,0,True
,0299C,⦜,,,0,True
,0299D,⦝,,,0,True
,0299E,⦞,,,0,True
,029A0,⦠,,,0,True
,029A1,⦡,,,0,True
,029A2,⦢,,,0,True
,029A3,⦣,,,0,True
,029A5,⦥,,,0,True
,029A7,⦧,,,0,True
,029A8,⦨,,,0,True
,029A9,⦩,,,0,True
,029AA,⦪,,,0,True
,029AB,⦫,,,0,True
,029AC,⦬,,,0,True
,029AD,⦭,,,0,True
,029AE,⦮,,,0,True
,029AF,⦯,,,0,True
,029B0,⦰,,,0,True
,029B1,⦱,,,0,True
,029B2,⦲,,,0,True
,029B3,⦳,,,0,True
,029B4,⦴,,,0,True
,029B5,⦵,,,0,True
,029B6,⦶,,,0,True
,029B7,⦷,,,0,True
\circledbslash,029B8,⦸,,,0,True
,029B9,⦹,,,0,True
,029BA,⦺,,,0,True
,029BB,⦻,,,0,True
,029BC,⦼,,,0,True
,029BD,⦽,,,0,True
,029BE,⦾,,,0,True
,029BF,⦿,,,0,True
\circledless,029C0,⧀,,,0,True
\circledgtr,029C1,⧁,,,0,True
,029C2,⧂,,,0,True
,029C3,⧃,,,0,True
\boxcircle,029C7,⧇,,,0,True
\boxbox,029C8,⧈,,,0,True
,029C9,⧉,,,0,True
,029CD,⧍,,,0,True
,029CE,⧎,,,0,True
\LeftTriangleBar,029CF,⧏,,,0,True
\RightTriangleBar,029D0,⧐,,,0,True
,029D1,⧑,,,0,True
,029D2,⧒,,,0,True
,029D3,⧓,,,0,True
,029D4,⧔,,,0,True
,029D5,⧕,,,0,True
,029D6,⧖,,,0,True
,029D7,⧗,,,0,True
,029D8,⧘,,,0,True
,029D9,⧙,,,0,True
,029DA,⧚,,,0,True
,029DB,⧛,,,0,True
,029DC,⧜,,,0,True
,029DD,⧝,,,0,True
,029DE,⧞,,,0,True
\multimapboth,029DF,⧟,,,0,True
,029E0,⧠,,,0,True
,029E1,⧡,,,0,True
,029E2,⧢,,,0,True
,029E3,⧣,,,0,True
,029E4,⧤,,,0,True
,029E5,⧥,,,0,True
,029E7,⧧,,,0,True
,029E8,⧨,,,0,True
,029E9,⧩,,,0,True
,029EA,⧪,,,0,True
\blacklozenge,029EB,⧫,,,0,True
,029EC,⧬,,,0,True
,029ED,⧭,,,0,True
,029EE,⧮,,,0,True
,029EF,⧯,,,0,True
,029F0,⧰,,,0,True
,029F1,⧱,,,0,True
,029F2,⧲,,,0,True
,029F3,⧳,,,0,True
,029F4,⧴,,,0,True
\setminus,029F5,⧵,,,0,True
,029F6,⧶,,,0,True
,029F7,⧷,,,0,True
,029F8,⧸,,,0,True
\zhide,029F9,⧹,,,0,True
,029FA,⧺,,,0,True
,029FB,⧻,,,0,True
,029FC,⧼,,,0,True
,029FD,⧽,,,0,True
,029FE,⧾,,,0,True
,029FF,⧿,,,0,True
\bigsqcap,02A05,⨅,,,0,True
\bigsqcup,02A06,⨆,,,0,True
,02A11,⨑,,,0,True
,02A12,⨒,,,0,True
,02A13,⨓,,,0,True
,02A14,⨔,,,0,True
,02A17,⨗,,,0,True
\Join,02A1D,⨝,,,0,True
,02A1E,⨞,,,0,True
\zcmp,02A1F,⨟,,,0,True
\zpipe,02A20,⨠,,,0,True
\zproject,02A21,⨡,,,0,True
,02A26,⨦,,,0,True
,02A27,⨧,,,0,True
,02A28,⨨,,,0,True
,02A29,⨩,,,0,True
,02A2B,⨫,,,0,True
,02A2C,⨬,,,0,True
,02A2D,⨭,,,0,True
,02A2E,⨮,,,0,True
,02A2F,⨯,,,0,True
,02A32,⨲,,,0,True
,02A33,⨳,,,0,True
,02A34,⨴,,,0,True
,02A35,⨵,,,0,True
,02A3C,⨼,,,0,True
,02A3D,⨽,,,0,True
\fcmp,02A3E,⨾,,,0,True
\amalg,02A3F,⨿,,,0,True
,02A4C,⩌,,,0,True
,02A4D,⩍,,,0,True
,02A4E,⩎,,,0,True
,02A4F,⩏,,,0,True
,02A50,⩐,,,0,True
,02A57,⩗,,,0,True
,02A58,⩘,,,0,True
,02A61,⩡,,,0,True
\dsub,02A64,⩤,,,0,True
\rsub,02A65,⩥,,,0,True
\lneq,02A87,⪇,,,0,True
\gneq,02A88,⪈,,,0,True
\lnapprox,02A89,⪉,,,0,True
\gnapprox,02A8A,⪊,,,0,True
,02A93,⪓,,,0,True
,02A94,⪔,,,0,True
\eqslantless,02A95,⪕,,,0,True
\eqslantgtr,02A96,⪖,,,0,True
,02A97,⪗,,,0,True
,02A98,⪘,,,0,True
,02A9B,⪛,,,0,True
,02A9C,⪜,,,0,True
\NestedLessLess,02AA1,⪡,,,0,True
\NestedGreaterGreater,02AA2,⪢,,,0,True
,02AA3,⪣,,,0,True
\leftslice,02AA6,⪦,,,0,True
\rightslice,02AA7,⪧,,,0,True
,02AA8,⪨,,,0,True
,02AA9,⪩,,,0,True
,02AAA,⪪,,,0,True
,02AAB,⪫,,,0,True
,02AAC,⪬,,,0,True
,02AAD,⪭,,,0,True
,02ACD,⫍,,,0,True
,02ACE,⫎,,,0,True
,02AD1,⫑,,,0,True
,02AD2,⫒,,,0,True
,02AD8,⫘,,,0,True
,02AD9,⫙,,,0,True
,02ADA,⫚,,,0,True
,02ADB,⫛,,,0,True
,02ADF,⫟,,,0,True
,02AE0,⫠,,,0,True
,02AE1,⫡,,,0,True
,02AE2,⫢,,,0,True
\Bot,02AEB,⫫,,,0,True
,02AEC,⫬,,,0,True
,02AED,⫭,,,0,True
,02AEE,⫮,,,0,True
,02AF6,⫶,,,0,True
,02AF7,⫷,,,0,True
,02AF8,⫸,,,0,True
,02AF9,⫹,,,0,True
,02AFA,⫺,,,0,True
,02AFB,⫻,,,0,True
\sslash,02AFD,⫽,,,0,True
\talloblong,02AFE,⫾,,,0,True
,02AFF,⫿,,,0,True
,02B00,⬀,,,0,True
,02B01,⬁,,,0,True
,02B02,⬂,,,0,True
,02B03,⬃,,,0,True
,02B04,⬄,,,0,True
,02B05,⬅,,,0,True
,02B06,⬆,,,0,True
,02B07,⬇,,,0,True
,02B08,⬈,,,0,True
,02B09,⬉,,,0,True
,02B0A,⬊,,,0,True
,02B0B,⬋,,,0,True
,02B0C,⬌,,,0,True
,02B0D,⬍,,,0,True
,02B0E,⬎,,,0,True
,02B0F,⬏,,,0,True
,02B10,⬐,,,0,True
,02B11,⬑,,,0,True
,02B12,⬒,,,0,True
,02B13,⬓,,,0,True
,02B14,⬔,,,0,True
,02B15,⬕,,,0,True
,02B16,⬖,,,0,True
,02B17,⬗,,,0,True
,02B18,⬘,,,0,True
,02B19,⬙,,,0,True
,02B1A,⬚,,,0,True
\blacksquare,02B1B,⬛,,,0,True
\square,02B1C,⬜,,,0,True
,02B1D,⬝,,,0,True
,02B1E,⬞,,,0,True
,02B23,⬣,,,0,True
,02B24,⬤,,,0,True
,02B25,⬥,,,0,True
,02B26,⬦,,,0,True
,02B27,⬧,,,0,True
,02B28,⬨,,,0,True
,02B29,⬩,,,0,True
,02B2A,⬪,,,0,True
,02B2B,⬫,,,0,True
,02B2E,⬮,,,0,True
,02B2F,⬯,,,0,True
,02B33,⬳,,,0,True
,02B34,⬴,,,0,True
,02B35,⬵,,,0,True
,02B36,⬶,,,0,True
,02B37,⬷,,,0,True
,02B38,⬸,,,0,True
,02B39,⬹,,,0,True
,02B3A,⬺,,,0,True
,02B3B,⬻,,,0,True
,02B3C,⬼,,,0,True
,02B3D,⬽,,,0,True
,02B3F,⬿,,,0,True
,02B41,⭁,,,0,True
,02B42,⭂,,,0,True
,02B45,⭅,,,0,True
,02B46,⭆,,,0,True
,02B47,⭇,,,0,True
,02B48,⭈,,,0,True
,02B4B,⭋,,,0,True
,02B4C,⭌,,,0,True
,02B50,⭐,,,0,True
,02B51,⭑,,,0,True
,02B52,⭒,,,0,True
,02B53,⭓,,,0,True
,02B54,⭔,,,0,True
,03008,〈,,,0,True
,03009,〉,,,0,True
,03012,〒,,,0,True
,03014,〔,,,0,True
,03015,〕,,,0,True
,03018,〘,,,0,True
,03019,〙,,,0,True
,0301A,〚,,,0,True
,0301B,〛,,,0,True
,03030,〰,,,0,True
,0306E,の,,,0,True
,0FB29,﬩,,,0,True
,0FE00,︀,,,0,True
,0FE61,﹡,,,0,True
,0FE63,﹣,,,0,True
,0FE68,﹨,,,0,True
,0FF3C,＼,,,0,True
,0FF3E,＾,,,0,True
,0FF5C,｜,,,0,True
,0FF5E,～,,,0,True
,0FFE2,￢,,,0,True
,0FFE9,￩,,,0,True
,0FFEA,￪,,,0,True
,0FFEB,￫,,,0,True
,0FFEC,￬,,,0,True
\mathbf{A},1D400,𝐀,,,0,True
\mathbf{B},1D401,𝐁,,,0,True
\mathbf{C},1D402,𝐂,,,0,True
\mathbf{D},1D403,𝐃,,,0,True
\mathbf{E},1D404,𝐄,,,0,True
\mathbf{F},1D405,𝐅,,,0,True
\mathbf{G},1D406,𝐆,,,0,True
\mathbf{H},1D407,𝐇,,,0,True
\mathbf{I},1D408,𝐈,,,0,True
\mathbf{J},1D409,𝐉,,,0,True
\mathbf{K},1D40A,𝐊,,,0,True
\mathbf{L},1D40B,𝐋,,,0,True
\mathbf{M},1D40C,𝐌,,,0,True
\mathbf{N},1D40D,𝐍,,,0,True
\mathbf{O},1D40E,𝐎,,,0,True
\mathbf{P},1D40F,𝐏,,,0,True
\mathbf{Q},1D410,𝐐,,,0,True
\mathbf{R},1D411,𝐑,,,0,True
\mathbf{S},1D412,𝐒,,,0,True
\mathbf{T},1D413,𝐓,,,0,True
\mathbf{U},1D414,𝐔,,,0,True
\mathbf{V},1D415,𝐕,,,0,True
\mathbf{W},1D416,𝐖,,,0,True
\mathbf{X},1D417,𝐗,,,0,True
\mathbf{Y},1D418,𝐘,,,0,True
\mathbf{Z},1D419,𝐙,,,0,True
\mathbf{a},1D41A,𝐚,,,0,True
\mathbf{b},1D41B,𝐛,,,0,True
\mathbf{c},1D41C,𝐜,,,0,True
\mathbf{d},1D41D,𝐝,,,0,True
\mathbf{e},1D41E,𝐞,,,0,True
\mathbf{f},1D41F,𝐟,,,0,True
\mathbf{g},1D420,𝐠,,,0,True
\mathbf{h},1D421,𝐡,,,0,True
\mathbf{i},1D422,𝐢,,,0,True
\mathbf{j},1D423,𝐣,,,0,True
\mathbf{k},1D424,𝐤,,,0,True
\mathbf{l},1D425,𝐥,,,0,True
\mathbf{m},1D426,𝐦,,,0,True
\mathbf{n},1D427,𝐧,,,0,True
\mathbf{o},1D428,𝐨,,,0,True
\mathbf{p},1D429,𝐩,,,0,True
\mathbf{q},1D42A,𝐪,,,0,True
\mathbf{r},1D42B,𝐫,,,0,True
\mathbf{s},1D42C,𝐬,,,0,True
\mathbf{t},1D42D,𝐭,,,0,True
\mathbf{u},1D42E,𝐮,,,0,True
\mathbf{v},1D42F,𝐯,,,0,True
\mathbf{w},1D430,𝐰,,,0,True
